CaseName	EndPointSituation	RequestAmount	CreditScore	Variant	NumberOfOffers	LoanGoal
Application_1880797595	1	12000.0	840	8	1	Homeimprovement
Application_626476793	3	25000.0	0	60	3	Homeimprovement
Application_861775476	3	34000.0	0	1	1	Other,seeexplanation
Application_1308725862	1	30000.0	924	11	1	Homeimprovement
Application_2131147799	2	10000.0	0	504	1	Existingloantakeover
Application_308949717	3	70000.0	0	13	1	Car
Application_1304365916	3	7500.0	0	1	1	Remainingdebthome
Application_1631343495	2	75000.0	0	3522	2	Notspeficied
Application_342819769	3	17200.0	0	4	1	Unknown
Application_161440331	3	7500.0	0	7	1	Homeimprovement
Application_2003208027	2	18000.0	0	3523	3	Car
Application_1491561902	3	5000.0	0	3524	3	Car
Application_1268336526	2	16000.0	0	20	1	Existingloantakeover
Application_1822273581	1	55000.0	770	21	1	Existingloantakeover
Application_1167919196	2	0.0	0	1076	1	Unknown
Application_1058701252	1	12000.0	979	6	1	Existingloantakeover
Application_1376348282	2	67000.0	0	1025	1	Other,seeexplanation
Application_2079791742	1	15000.0	775	3525	2	Existingloantakeover
Application_2067650595	1	0.0	1039	103	1	Unknown
Application_97275566	1	17500.0	881	21	1	Other,seeexplanation
Application_642367414	3	43000.0	0	4	1	Existingloantakeover
Application_833798814	1	25000.0	764	982	3	Car
Application_1197309763	3	18000.0	0	451	3	Existingloantakeover
Application_171960473	3	23500.0	0	4	1	Other,seeexplanation
Application_1555010506	2	5000.0	0	9	1	Existingloantakeover
Application_1342845149	3	15000.0	0	1	1	Homeimprovement
Application_2037909772	1	15000.0	1123	423	1	Homeimprovement
Application_18186068	1	15000.0	0	5	1	Car
Application_1417487350	1	30000.0	918	6	1	Car
Application_714056251	1	7000.0	908	3526	2	Homeimprovement
Application_88851864	2	0.0	0	662	1	Existingloantakeover
Application_1768215254	1	21100.0	921	11	1	Existingloantakeover
Application_1604168929	1	10000.0	774	3527	2	Other,seeexplanation
Application_804372620	3	15000.0	0	92	2	Homeimprovement
Application_1449291154	1	25000.0	925	3	1	Homeimprovement
Application_935010621	3	10000.0	0	62	1	Car
Application_596305914	3	12000.0	0	3528	4	Existingloantakeover
Application_838485586	3	15000.0	0	1	1	Car
Application_1921259299	1	40000.0	1073	3529	2	Caravan/Camper
Application_245143253	1	37500.0	805	11	1	Existingloantakeover
Application_1155915722	1	32000.0	866	3530	3	Boat
Application_308591889	1	12500.0	1022	160	2	Homeimprovement
Application_461975173	3	34500.0	0	1	1	Homeimprovement
Application_103975512	3	28600.0	0	3531	2	Car
Application_1876758370	1	5000.0	1066	3532	3	Homeimprovement
Application_2057810216	2	5000.0	0	9	1	Car
Application_1487358805	3	0.0	0	4	1	Car
Application_1353492880	2	5000.0	0	38	1	Homeimprovement
Application_2057622735	1	5000.0	848	6	1	Homeimprovement
Application_270517825	2	10000.0	0	3533	3	Car
Application_1290314755	1	15000.0	0	5	1	Homeimprovement
Application_102404144	1	15000.0	717	21	1	Homeimprovement
Application_1594940843	1	35000.0	965	6	1	Homeimprovement
Application_1188427872	3	0.0	0	220	2	Unknown
Application_1533943599	3	20000.0	0	1	1	Car
Application_1329405544	1	20000.0	836	3534	3	Notspeficied
Application_1678984118	1	8000.0	888	11	1	Car
Application_1236613235	3	5000.0	0	7	1	Homeimprovement
Application_844884019	1	0.0	0	5	1	Homeimprovement
Application_1803983196	3	5000.0	0	1	1	Car
Application_86016468	1	25000.0	947	35	1	Other,seeexplanation
Application_1680892245	1	5000.0	1034	3	1	Other,seeexplanation
Application_2114763562	1	0.0	0	82	1	Unknown
Application_614368625	3	5000.0	0	1	1	Notspeficied
Application_1031388577	3	75000.0	0	60	3	Other,seeexplanation
Application_93994529	3	15000.0	0	7	1	Car
Application_1671457513	1	15000.0	917	3535	1	Other,seeexplanation
Application_908763226	3	20000.0	0	1	1	Homeimprovement
Application_719107626	1	16000.0	889	3536	3	Caravan/Camper
Application_308637091	1	18000.0	971	29	1	Car
Application_1819482857	1	15000.0	946	57	1	Homeimprovement
Application_1669650118	1	0.0	0	5	1	Other,seeexplanation
Application_905349890	3	15500.0	0	1	1	Other,seeexplanation
Application_886146031	1	10000.0	979	3537	3	Car
Application_1337091667	3	6000.0	0	88	1	Car
Application_1551786791	1	12500.0	783	23	1	Car
Application_95444242	3	11500.0	0	1	1	Other,seeexplanation
Application_917778219	3	10000.0	0	1	1	Homeimprovement
Application_299626708	1	12500.0	984	3538	2	Car
Application_1868286692	3	5000.0	0	1	1	Existingloantakeover
Application_1536382522	1	15000.0	926	2	1	Homeimprovement
Application_864228968	2	32500.0	0	79	1	Notspeficied
Application_2128128445	1	10000.0	830	37	2	Existingloantakeover
Application_1945476643	3	13000.0	0	1	1	Remainingdebthome
Application_626689908	3	7000.0	0	7	1	Homeimprovement
Application_1239673210	3	5000.0	0	7	1	Car
Application_1023606733	3	5000.0	0	1	1	Car
Application_624588306	3	10000.0	0	1	1	Other,seeexplanation
Application_634153439	1	13242.0	752	31	1	Other,seeexplanation
Application_1513836050	1	10000.0	916	3	1	Notspeficied
Application_1728807997	3	15250.0	0	1	1	Car
Application_643794221	3	15000.0	0	33	2	Homeimprovement
Application_221473441	1	0.0	0	692	2	Unknown
Application_297353532	2	24000.0	0	871	2	Notspeficied
Application_1791361744	3	28000.0	0	27	2	Remainingdebthome
Application_1601830954	3	17000.0	0	27	2	Homeimprovement
Application_1292574553	1	10000.0	904	3539	2	Homeimprovement
Application_429009123	1	7000.0	933	15	1	Other,seeexplanation
Application_1105229091	2	15000.0	0	44	1	Car
Application_1980701244	1	43000.0	899	11	1	Existingloantakeover
Application_4677883	1	9900.0	938	80	1	Homeimprovement
Application_1050646177	3	7500.0	0	27	2	Homeimprovement
Application_892851738	1	0.0	919	11	1	Unknown
Application_468762842	3	25000.0	0	4	1	Homeimprovement
Application_927280713	3	8000.0	0	7	1	Other,seeexplanation
Application_1943716127	1	0.0	0	5	1	Unknown
Application_1568861006	1	8500.0	1036	3	1	Homeimprovement
Application_1952572658	1	0.0	0	5	1	Unknown
Application_1993116103	1	25000.0	0	5	1	Homeimprovement
Application_212887220	2	24000.0	0	71	1	Car
Application_136943471	1	5000.0	967	55	1	Other,seeexplanation
Application_1482631803	2	20000.0	0	292	1	Homeimprovement
Application_642335639	1	5000.0	997	21	1	Existingloantakeover
Application_1793022941	3	15000.0	0	4	1	Homeimprovement
Application_1603703311	3	5000.0	0	16	1	Car
Application_1986875818	1	35000.0	0	5	1	Existingloantakeover
Application_1776691613	1	23000.0	900	11	1	Car
Application_1462162949	1	10000.0	675	3540	2	Car
Application_1560705000	3	25000.0	0	894	2	Notspeficied
Application_748726008	2	5000.0	0	79	1	Car
Application_2138438586	1	15000.0	783	22	1	Existingloantakeover
Application_9293304	1	11500.0	830	2	1	Remainingdebthome
Application_325311769	3	11000.0	0	13	1	Car
Application_1216283184	1	30000.0	929	25	1	Existingloantakeover
Application_191824161	1	16000.0	892	3541	3	Car
Application_1215004066	1	34600.0	945	11	1	Other,seeexplanation
Application_1034172997	3	59500.0	0	87	2	Existingloantakeover
Application_712514512	1	20000.0	836	56	2	Homeimprovement
Application_214412662	1	27000.0	788	239	2	Homeimprovement
Application_661026251	1	45000.0	855	51	2	Homeimprovement
Application_1792989829	2	30000.0	0	18	1	Existingloantakeover
Application_353618899	1	30000.0	940	2	1	Existingloantakeover
Application_667310369	1	17000.0	911	975	2	Remainingdebthome
Application_1480982846	1	6000.0	0	39	1	Homeimprovement
Application_731054531	1	29420.0	823	308	2	Existingloantakeover
Application_1414276189	3	50000.0	0	16	1	Existingloantakeover
Application_1730126086	2	8000.0	0	18	1	Homeimprovement
Application_1789018492	2	26000.0	0	175	2	Other,seeexplanation
Application_1080788023	1	15000.0	997	6	1	Homeimprovement
Application_491837295	1	45500.0	981	29	1	Remainingdebthome
Application_130375488	3	40000.0	0	87	2	Other,seeexplanation
Application_859216500	3	5000.0	0	16	1	Other,seeexplanation
Application_1306993673	1	20000.0	1010	68	2	Homeimprovement
Application_729494720	3	25000.0	0	863	3	Homeimprovement
Application_1184776496	3	30000.0	0	1	1	Notspeficied
Application_1939417730	1	20000.0	982	212	2	Car
Application_1309271875	2	7500.0	0	46	1	Car
Application_368219209	1	8000.0	782	124	2	Car
Application_1122151985	1	7000.0	621	25	1	Car
Application_857664053	3	7000.0	0	87	2	Car
Application_1308422311	1	5300.0	844	23	1	Taxpayments
Application_685451921	1	15000.0	915	3542	3	Car
Application_1480383161	1	40000.0	943	3543	3	Other,seeexplanation
Application_493778424	3	0.0	0	266	2	Car
Application_505368867	1	75000.0	930	3544	3	Notspeficied
Application_143630403	2	6000.0	0	46	1	Car
Application_998722780	1	21000.0	951	3545	2	Existingloantakeover
Application_2021514424	3	5000.0	0	16	1	Car
Application_793341768	1	25000.0	952	29	1	Existingloantakeover
Application_72928711	2	5000.0	0	18	1	Car
Application_795434722	3	40000.0	0	1	1	Existingloantakeover
Application_279002186	2	20000.0	0	991	2	Homeimprovement
Application_2051103777	2	5000.0	0	38	1	Car
Application_1153650473	1	5000.0	1124	21	1	Existingloantakeover
Application_680098686	1	5000.0	822	23	1	Car
Application_995953093	2	10000.0	0	3546	2	Other,seeexplanation
Application_1485877917	1	15000.0	883	184	2	Car
Application_1932288008	1	10000.0	977	29	1	Other,seeexplanation
Application_1124023030	1	15000.0	743	848	2	Boat
Application_840178886	1	20000.0	995	2	1	Homeimprovement
Application_81830972	3	6000.0	0	4	1	Existingloantakeover
Application_992198577	3	7500.0	0	1	1	Homeimprovement
Application_1247659934	2	5000.0	0	3547	2	Extraspendinglimit
Application_2145055012	1	18000.0	1016	2	1	Car
Application_1694469667	3	22500.0	0	16	1	Homeimprovement
Application_57776234	1	5000.0	1085	29	1	Car
Application_1803270801	2	15000.0	0	870	1	Car
Application_700409130	3	50000.0	0	30	1	Notspeficied
Application_881741064	1	7000.0	612	25	1	Car
Application_1110558665	1	7000.0	829	6	1	Car
Application_1965563143	2	7000.0	0	44	1	Existingloantakeover
Application_1742514819	1	65000.0	1028	17	1	Remainingdebthome
Application_18593266	1	25000.0	951	2	1	Homeimprovement
Application_562703048	3	7000.0	0	92	2	Extraspendinglimit
Application_1055536343	3	12000.0	0	19	2	Car
Application_377014556	2	10000.0	0	18	1	Existingloantakeover
Application_777962826	3	15000.0	0	19	2	Other,seeexplanation
Application_1135936231	3	5000.0	0	123	2	Homeimprovement
Application_1777155847	3	45000.0	0	3548	2	Homeimprovement
Application_704902711	3	20000.0	0	140	2	Existingloantakeover
Application_2075927775	1	15000.0	757	90	1	Homeimprovement
Application_61121501	1	10000.0	842	15	1	Existingloantakeover
Application_962796971	1	5000.0	936	253	2	Car
Application_879185541	1	17000.0	834	21	1	Homeimprovement
Application_125185651	3	35000.0	0	7	1	Car
Application_1663648698	2	6000.0	0	20	1	Extraspendinglimit
Application_1325405480	1	0.0	983	11	1	Unknown
Application_804597145	3	8000.0	0	1	1	Homeimprovement
Application_1098498254	3	75000.0	0	1	1	Other,seeexplanation
Application_1827217035	1	0.0	1051	10	1	Unknown
Application_374119345	1	45000.0	898	3	1	Homeimprovement
Application_159300793	1	8500.0	951	15	1	Car
Application_735610980	1	5000.0	834	212	2	Homeimprovement
Application_1197871000	1	5500.0	854	2	1	Homeimprovement
Application_1968875370	3	50000.0	0	646	4	Homeimprovement
Application_1058590424	1	0.0	0	683	1	Homeimprovement
Application_1239762522	3	6500.0	0	13	1	Extraspendinglimit
Application_1509144859	3	13000.0	0	4	1	Car
Application_1900831405	3	30000.0	0	4	1	Other,seeexplanation
Application_1583681139	1	27500.0	0	5	1	Homeimprovement
Application_1252110212	1	15000.0	982	6	1	Homeimprovement
Application_1131588689	2	17000.0	0	24	1	Existingloantakeover
Application_1312902296	3	5000.0	0	7	1	Other,seeexplanation
Application_1780440689	3	6000.0	0	88	1	Other,seeexplanation
Application_836389034	1	10900.0	850	11	1	Existingloantakeover
Application_184083402	2	10000.0	0	3549	1	Car
Application_1695461065	1	55000.0	900	47	1	Existingloantakeover
Application_1396244782	1	15000.0	762	25	1	Existingloantakeover
Application_1017220956	1	20000.0	887	25	1	Homeimprovement
Application_95249419	3	15000.0	0	1	1	Car
Application_979185640	2	5000.0	0	98	2	Other,seeexplanation
Application_1734409648	1	0.0	808	76	2	Unknown
Application_1401634845	3	5000.0	0	14	2	Motorcycle
Application_1810505243	1	12000.0	977	22	1	Car
Application_2050571499	1	6000.0	806	32	1	Existingloantakeover
Application_908129971	3	25000.0	0	13	1	Homeimprovement
Application_863868107	1	27500.0	903	21	1	Boat
Application_1343390609	3	10000.0	0	4	1	Homeimprovement
Application_2123639820	3	30000.0	0	27	2	Existingloantakeover
Application_5733741	3	6000.0	0	1	1	Existingloantakeover
Application_597073052	1	5000.0	895	3550	3	Extraspendinglimit
Application_217634970	1	13500.0	896	51	2	Existingloantakeover
Application_1662782689	1	8000.0	0	5	1	Existingloantakeover
Application_1591405559	1	5000.0	768	6	1	Existingloantakeover
Application_942436331	1	0.0	1005	22	1	Unknown
Application_1872600475	2	75000.0	0	24	1	Existingloantakeover
Application_656601025	1	5000.0	935	6	1	Homeimprovement
Application_146650261	1	27500.0	806	68	2	Existingloantakeover
Application_1489702216	1	45000.0	838	2	1	Homeimprovement
Application_871494636	1	11000.0	922	29	1	Car
Application_1919383044	2	16000.0	0	3551	1	Homeimprovement
Application_1061764162	1	11000.0	883	3552	4	Remainingdebthome
Application_720271570	2	23338.0	0	601	2	Car
Application_1163931741	1	12500.0	878	15	1	Other,seeexplanation
Application_81400760	3	10000.0	0	1	1	Homeimprovement
Application_2067516303	2	25000.0	0	38	1	Existingloantakeover
Application_1279542983	3	8000.0	0	1	1	Car
Application_580613034	3	11000.0	0	33	2	Homeimprovement
Application_231706727	2	5000.0	0	3553	1	Car
Application_1699693958	3	6000.0	0	1	1	Homeimprovement
Application_717856936	1	0.0	0	3554	3	Existingloantakeover
Application_1202498150	1	22500.0	918	15	1	Existingloantakeover
Application_2030070785	1	6000.0	906	3555	2	Car
Application_1596032771	2	7000.0	0	18	1	Car
Application_1956370444	2	40000.0	0	3556	3	Car
Application_1988732462	1	16000.0	950	2	1	Existingloantakeover
Application_1661353649	1	30000.0	844	2	1	Car
Application_873572965	1	15000.0	893	770	2	Homeimprovement
Application_213878489	1	15000.0	862	319	2	Car
Application_1237708187	1	10000.0	893	3	1	Car
Application_538169581	3	8500.0	0	27	2	Existingloantakeover
Application_913565403	1	7500.0	912	23	1	Homeimprovement
Application_1412655400	1	15000.0	643	5	1	Homeimprovement
Application_139354683	1	15000.0	773	15	1	Car
Application_370191543	3	9200.0	0	3557	2	Existingloantakeover
Application_542945180	1	8000.0	825	49	2	Car
Application_2092494977	1	10000.0	999	282	2	Car
Application_1226994121	3	11000.0	0	1	1	Notspeficied
Application_74879530	3	5000.0	0	1	1	Existingloantakeover
Application_1388588699	3	5000.0	0	1	1	Car
Application_1603336383	3	9000.0	0	1	1	Existingloantakeover
Application_336983203	1	5000.0	1080	28	2	Homeimprovement
Application_1311723179	2	15000.0	0	456	2	Remainingdebthome
Application_614870883	2	5000.0	0	44	1	Car
Application_1526742780	3	12000.0	0	1	1	Homeimprovement
Application_335581048	3	20000.0	0	7	1	Other,seeexplanation
Application_1577698883	3	8500.0	0	1	1	Car
Application_1286451240	2	60000.0	0	3558	2	Homeimprovement
Application_1810142000	1	25000.0	852	3559	4	Remainingdebthome
Application_188033371	3	5000.0	0	1	1	Car
Application_1135919263	3	8000.0	0	14	2	Car
Application_1712881768	1	30000.0	938	3560	1	Existingloantakeover
Application_125225552	3	17000.0	0	4	1	Car
Application_317286636	3	0.0	0	4	1	Unknown
Application_1969376709	1	20000.0	959	134	1	Homeimprovement
Application_1830261390	1	0.0	790	12	1	Unknown
Application_377946876	1	15000.0	989	53	2	Car
Application_2102558833	1	40000.0	964	21	1	Homeimprovement
Application_1605512326	1	13000.0	926	6	1	Car
Application_1606631152	2	6000.0	0	44	1	Extraspendinglimit
Application_1243342863	1	0.0	1048	51	2	Unknown
Application_1318432512	1	9000.0	705	302	2	Existingloantakeover
Application_1894052702	3	17000.0	0	1	1	Car
Application_2034665751	3	6000.0	0	14	2	Motorcycle
Application_473947723	2	5000.0	0	18	1	Notspeficied
Application_1278442463	1	15000.0	881	11	1	Existingloantakeover
Application_195791653	3	5750.0	0	64	1	Car
Application_831945086	1	5000.0	1018	3	1	Existingloantakeover
Application_1828870553	3	25000.0	0	14	2	Existingloantakeover
Application_920250519	1	20000.0	793	36	2	Other,seeexplanation
Application_2102301623	3	0.0	0	62	1	Car
Application_1568010629	1	37000.0	914	50	1	Existingloantakeover
Application_2136573543	1	22500.0	739	96	2	Existingloantakeover
Application_1770453247	3	8000.0	0	4	1	Homeimprovement
Application_1328238857	1	7500.0	1046	17	1	Homeimprovement
Application_1892394315	1	15000.0	960	47	1	Notspeficied
Application_2027499518	1	40000.0	906	3	1	Other,seeexplanation
Application_130653490	3	12500.0	0	1	1	Remainingdebthome
Application_1070807650	1	37000.0	1082	21	1	Car
Application_1095104169	1	33000.0	876	3561	2	Existingloantakeover
Application_837329814	1	12000.0	785	1074	2	Extraspendinglimit
Application_1122854866	3	15000.0	0	1	1	Existingloantakeover
Application_2084407394	3	25000.0	0	33	2	Remainingdebthome
Application_1435504879	3	17500.0	0	121	1	Caravan/Camper
Application_1440806794	1	7000.0	793	15	1	Notspeficied
Application_7640074	1	10000.0	1051	534	1	Car
Application_3575600	3	7300.0	0	240	1	Car
Application_1077802585	3	5000.0	0	4	1	Car
Application_365799467	1	10000.0	849	15	1	Car
Application_1087361782	1	6300.0	858	3	1	Car
Application_931528070	3	15000.0	0	27	2	Homeimprovement
Application_92071720	1	8000.0	922	3562	4	Car
Application_1285608570	1	0.0	868	11	1	Unknown
Application_1711767983	1	26000.0	809	22	1	Homeimprovement
Application_1782198949	3	0.0	0	4	1	Unknown
Application_333905118	1	15000.0	965	2	1	Homeimprovement
Application_293739411	3	8000.0	0	1	1	Other,seeexplanation
Application_787973169	1	18000.0	985	17	1	Car
Application_1163869706	1	0.0	991	3563	3	Homeimprovement
Application_1322558151	2	20000.0	0	3564	2	Car
Application_404868831	1	16000.0	1048	57	1	Car
Application_2013171518	1	15000.0	909	149	1	Homeimprovement
Application_930473495	1	26500.0	784	28	2	Car
Application_1291158706	1	25000.0	886	34	2	Homeimprovement
